id_reclamo,distancia_centro_km,conexiones_afectadas,calificacion_atencion
72504E25B7237C7,67.04,62.0,2.4
E2EBBCF5E3FC01F,21.09,94.0,1.2
731808B3446021B,7.8,35.0,4.6
E80A84481A63D7F,4.31,,5.0
FB7467834633CC8,76.51,8.0,3.7
65BEEC3EF58A7DC,52.4,58.0,
8F6C00251129C0A,70.13,35.0,4.2
0210B6E5D3522F8,73.35,19.0,4.4
67FB1DA4F1F0FD9,37.41,,4.0
EDA8236BD821453,14.21,46.0,3.8
AFBF79629FA5739,4.27,59.0,4.7
4972DD3ADDEA535,42.57,13.0,5.0
B020CA49BD13ED3,4.57,18.0,
F7FC7BBDF278C53,83.54,14.0,4.7
991CD3A054CBA4A,1.45,36.0,3.7
E99B7D39579A525,58.94,33.0,
D6C84703D0428B9,8.01,19.0,3.8
B8A66A81301424C,6.15,12.0,3.2
4686F627360CA55,76.13,127.0,4.1
F744058508475F8,70.47,37.0,4.7
9291D8F1AFDFFCF,48.24,26.0,5.0
2A2FD12C809578C,60.0,14.0,4.7
503EF8FC24E7FEA,0.4,11.0,5.0
897373CC5AAFF18,51.46,17.0,4.3
7337D0663CD6461,18.06,7.0,4.7
820A0A171F6FDD2,0.4,51.0,4.2
049434058D363BF,0.4,23.0,5.0
A69167C2201759D,0.4,20.0,3.8
BF2F21012D66CCE,0.4,4.0,5.0
983AE51E8060F1F,68.13,15.0,2.9
0107C1E1BBC9618,66.16,22.0,4.3
8F298F12076E3BE,76.67,20.0,4.8
C657F523CF9D950,70.28,114.0,4.0
E9F48FE5C8A3195,6.61,60.0,4.0
D437A73F1484918,11.66,70.0,3.6
6237BF37D3C8EB3,4.23,141.0,3.6
0A22A15D067D4DE,5.59,19.0,3.9
5E225C154E0C532,44.39,,3.6
7765D2D1EADFBBB,19.91,69.0,4.4
DF3619B384E831A,68.47,257.0,5.0
DCC2F8BD7BE8846,46.68,97.0,5.0
1BB2B00EB4AEA05,70.65,44.0,4.6
8D6E3F8B99EA81A,0.4,14.0,4.6
479512F49BE7925,52.76,111.0,4.4
230E8AA4AAC08E5,60.29,38.0,3.6
5F4B0589E7CF46C,42.23,65.0,4.6
B2D6164B2D3EDD9,28.99,,4.5
890496D97BBF707,50.35,28.0,4.8
2B040A8271F7F91,25.37,25.0,
9CFB32C6E35A070,21.18,25.0,2.9
AFEE9D616D8BBC8,14.6,27.0,5.0
643A9237084891A,18.1,39.0,4.1
EEFC5F9CAD4929C,6.32,62.0,4.1
6764B645CBE145F,12.28,7.0,
B7CB8C44C04A338,17.61,30.0,3.9
4BB96730B858F0C,51.5,3.0,3.9
826E54DBC078F7A,26.35,21.0,3.7
9E92278E8B77A20,9.34,27.0,3.3
A7E4F4155B04FB1,65.33,4.0,3.7
A32C64CBB81C5ED,0.4,22.0,3.7
F06FAB9A0FA1E29,18.13,18.0,3.1
35AE60D22326F5F,48.6,22.0,3.9
92BDF6077705165,22.91,95.0,
46D68CA5C64CE4B,0.4,16.0,4.8
52FDC4BA549735F,9.46,126.0,4.1
AFE839340A64D7D,23.04,5.0,4.0
18D718B650A7A9A,61.4,4.0,4.2
9DCE24B2CE03DF9,42.66,9.0,4.1
03894FF036A498A,19.18,75.0,4.0
07BAB85C19E388C,0.4,66.0,3.4
9D3BBD336323AB8,51.8,207.0,
C19ABF30E943ABF,47.89,60.0,4.4
4AAC71635D14DCF,0.4,64.0,4.6
34E4B4DBD6F859E,10.95,21.0,2.0
1DB7B6535729F7F,50.95,55.0,3.3
A483F761DB7E860,9.22,62.0,2.9
7CDA4FA7F0119F3,66.55,12.0,3.1
A61B0D67E41997E,1.51,37.0,4.7
2C0112253BF60AD,18.91,7.0,4.6
F16F97000254395,22.34,65.0,4.2
946144E7E02DCB2,72.24,5.0,3.1
D0F36EAEB85F6D2,21.98,3.0,4.0
EB3D9B51D0D00D9,34.59,35.0,4.2
AC955A9C41C6327,63.57,128.0,5.0
534733DA6019653,61.48,46.0,2.5
7A6B7B5E4588280,66.67,631.0,3.9
EB3D36126B23891,52.13,,3.3
1272EAA31390D37,0.4,28.0,3.9
DDE16C188A5245D,52.22,26.0,4.7
DCBE9DA7DDF4E22,37.4,82.0,4.5
A78C7EFDDF7B20B,59.52,93.0,
85A92B82A32B2BC,8.62,66.0,5.0
F7693605EDECD78,17.2,68.0,3.4
40A8E6DD39994A0,6.77,189.0,4.1
B50AACD5D9A3043,34.37,28.0,4.1
EC03C27B8129936,74.94,35.0,3.9
B084414C2C70162,58.15,45.0,4.8
072A0765343E086,14.03,7.0,4.4
F7047CD3B95C300,27.43,,2.7
24F6DBF018F6961,3.24,50.0,2.5
FA66F2C92A9FDE0,5.96,31.0,4.6
BD4C79E60B0A2B7,46.71,15.0,4.7
EE6FCD0D07EA03E,18.85,14.0,5.0
7174A666A6AB5ED,0.4,15.0,
EE994E9BC78B479,3.28,87.0,4.5
89A06AE5A870FE8,41.35,13.0,3.6
A8AD4070D186B8D,2.46,11.0,2.3
FA6CB55D3F318BF,48.62,16.0,
1D78403E7108FD8,76.58,28.0,
55AC919DFBE8CC6,38.52,16.0,4.9
8A01DB4FBE55E8D,52.37,8.0,3.8
CB8B327A968F3D3,0.4,15.0,4.6
388DD4BB0B303D6,71.77,211.0,3.3
13057E951646758,56.86,30.0,4.3
E7CE34EC7481E9A,61.67,5.0,3.6
E1B6612CEA70267,62.13,26.0,
24885C09A88087F,45.06,51.0,3.9
999D60E143E221F,0.4,18.0,4.1
2DB7C8A219E2173,90.01,94.0,4.6
199760284177389,26.98,3.0,
6510758A4C11BD9,69.46,72.0,3.3
77846BEFDAB1E47,46.12,20.0,2.9
EB202D4A7E82CCB,41.43,,4.4
1B8C740B10F8442,74.28,65.0,
BD66FB447ED7B0E,52.7,19.0,5.0
3CF0EFE298FDC52,12.95,,2.2
3CFA285247545C9,40.46,6.0,4.4
F23277FAE83F2DF,71.57,64.0,3.8
F5DD892FB322F2E,50.56,10.0,5.0
E2752952594650D,6.86,23.0,4.5
705A79618E72F79,13.89,66.0,3.7
B1279966B288230,0.4,28.0,
1BCF7C85A643672,45.51,37.0,4.6
6D0D3144A152E29,60.22,62.0,3.7
F6BEF21447BD73E,0.76,88.0,4.8
A2506997AB2BB56,4.29,7.0,3.9
988D45CF18E34F4,39.56,3.0,3.1
6F719017B48E4A4,13.58,,4.7
F09AA73211FF7AB,29.97,40.0,4.0
5FA8FAA2F30A3B5,7.08,5.0,3.9
16287AA21BED2B1,39.31,109.0,3.6
7B6A54EE024AC83,48.25,39.0,4.7
10DACCB8DB79832,82.66,51.0,4.0
3AF86F12CA437C7,15.49,28.0,5.0
23E1E06EA3E7695,15.85,17.0,4.7
DBF1F3718ACF689,11.2,65.0,4.3
858106C92CFE266,22.74,29.0,4.4
773BA8E1C13F33E,2.15,6.0,4.6
5A89B19874F2E4D,0.4,118.0,3.3
5A3616A33A0BE0E,26.26,23.0,
14CD607176A9E58,22.99,6.0,4.6
DEA8FFE67304995,56.29,13.0,4.0
0E9A7B2FFA774B0,13.37,,4.7
22873D5192D22E3,40.34,6.0,4.4
F06E380609BD13B,71.66,77.0,3.4
7C7BC72B3ED865D,21.84,97.0,
85F4E197AC66869,0.4,34.0,5.0
732DBA95C91789B,84.91,18.0,4.2
74002605A137452,0.4,22.0,4.8
6028C49D1987B63,54.43,94.0,3.5
5F1C1C2C971E2C9,11.05,79.0,4.4
2AF271B35C9A92D,11.03,21.0,4.4
C2E8433A651ECCF,8.13,38.0,4.6
3B35816F7D04A54,26.95,76.0,5.0
96B127A83CDFE91,7.08,51.0,4.2
3D95FC8426A34F2,44.35,5.0,4.0
E26AE0C53B2AA7F,27.89,30.0,4.1
FE8492777C0EF3B,20.96,56.0,1.6
EAC1FB2339E0C24,8.09,5.0,4.8
E690A90D15CE8C2,89.78,,5.0
80CABAB0A341434,80.59,3.0,4.2
247E1DB9D2C4C77,66.2,15.0,4.5
BECEBCC68B01587,48.59,30.0,4.7
9D9B3E812954166,10.41,41.0,3.9
0AD4DD50DBD49F2,72.32,82.0,4.4
6F9629837A769DF,27.82,31.0,5.0
C07E47DC6FD5BAF,60.72,30.0,3.9
886566365EECD7E,39.8,10.0,4.1
7A30A544A5BC132,51.61,2.0,4.2
F99606F2C8FD059,77.07,5.0,
8CF750FDAC440A3,31.36,37.0,5.0
A369AAD39EF2632,0.4,3.0,4.2
1500AA889E3156F,0.4,6.0,4.1
969A9BDF689FF2A,57.02,32.0,3.8
50CAF0DEAB269D2,41.14,36.0,4.1
3C670F3300A2C78,51.26,10.0,4.7
81222777C4F30E6,0.4,37.0,4.7
34575398757A085,14.64,38.0,5.0
EAC9070F44F6990,33.34,22.0,5.0
9FE76DE017F1A15,98.17,49.0,4.2
8A827C6854313A2,12.83,28.0,4.0
30BAB006F5429FF,46.29,32.0,4.0
5721791DF4B407F,1.39,7.0,3.5
AA1CA3EBB3C030C,70.38,,3.1
57BC5FB24EDBEB2,41.09,,4.5
70BB89E10878B07,5.4,4.0,4.2
4FDE30508F78259,0.4,55.0,3.1
7A0D542054C75FC,8.6,17.0,
D6F561FE61CCE07,0.4,26.0,5.0
7E27F5395468D72,27.15,13.0,
B63712887514518,71.22,62.0,
297673C513DFA92,15.73,9.0,4.8
0F67475B589BC55,60.75,137.0,4.0
DC9F43C9C1806EA,72.5,12.0,4.3
30D105F301A2547,0.4,33.0,4.6
96C0A75616F4329,14.21,13.0,
15E56786E847885,8.49,21.0,4.1
958C08A1106722E,22.52,,1.8
75F4737547BD97F,12.25,19.0,
0D99C982EBF19A7,37.89,50.0,4.2
44CC2C6DBA4D61A,24.46,27.0,3.8
5E67937419AD9C6,14.09,3.0,5.0
325D8C9E25B80FB,6.56,28.0,3.6
FC15B9F802857D1,80.88,36.0,2.7
8F9BE406853CBC1,7.34,11.0,5.0
0093A2029124DEC,0.5,18.0,3.3
C13458F73B73604,2.47,76.0,5.0
C2B22002C2B9ACA,13.63,35.0,1.9
B611408ADDFE38B,62.03,15.0,3.4
72F8604C1926805,7.63,77.0,3.8
B9D417B410DDD5D,46.63,9.0,5.0
DA1E726DADF5245,67.06,,4.6
D390D762F991301,54.12,,4.4
D2D56444FF45CE1,3.77,38.0,
23ED3FC0BD47B85,3.81,52.0,3.9
014E330F1BEDEB4,55.64,53.0,2.8
60A4DFAF1AE1887,0.4,39.0,
A18FE75D0F9489F,8.76,24.0,4.3
111E15446D82521,72.33,8.0,4.7
5F58E6B6B407545,15.72,70.0,4.3
847C93C7DFAA619,1.1,59.0,5.0
5A1CED174B4183E,62.86,,4.1
80044ADD4FA5B87,0.4,55.0,4.9
6FA87989EF8F901,80.37,96.0,4.3
2293E023FDB1F9C,41020.0,12.0,
BA57A269CDBA1D1,5.7,85.0,
2BCAFFF449579CA,45.35,44.0,3.7
3C90FDCEC14BD3D,8.29,15.0,5.0
4C17D3ECFDAB9B9,5.99,92.0,
B427B3721AE5E0F,5.06,9.0,4.0
98347E9593BB468,89.81,95.0,3.3
8646F7559CF7B70,48.43,19.0,4.9
29C9F2240CC15E4,77.98,25.0,3.9
FC78BFCF7E44CE5,19.3,59.0,1.0
39DFA5369956031,0.4,112.0,5.0
17EA1A904BA727B,1.14,,5.0
D4FE0179C1399E4,9.28,16.0,4.4
B23792A6A631C87,32.79,28.0,3.7
B854EF0CE9BBDD8,5.4,54.0,
F2261A1243FA624,19.23,48.0,4.4
2691B8783E7BE8F,40.21,31.0,4.4
9B075EE6777A4AF,19.45,57.0,3.3
1C9D5F04C42AF53,18.89,30.0,3.1
B135D42AFA038DC,44.03,60.0,
565330C35ABE29B,17.71,138.0,2.8
93E6B2C1BDFEA53,17.58,5.0,4.6
51FDFC92934F3D5,64.81,10.0,5.0
CE761F6504B10A0,0.4,50.0,2.4
0872AE24BFFD2F8,7.19,56.0,4.6
11B9C6D8CE0A2D7,8.69,61.0,4.9
59C8E4DC1980D29,66.28,31.0,5.0
79E0A69D09A2EB9,80.51,25.0,
9761D24370CEB02,82.79,3.0,3.0
7275861C790E9B7,56.39,11.0,4.6
64D76CB77339E95,10.71,14.0,5.0
C66F2ED743FD60D,79.92,25.0,4.0
1AF12141F92FD08,17.55,16.0,4.3
98C64FB348D56DB,65.19,31.0,5.0
C1A44ECF74AD11B,52.75,14.0,4.2
10C37B3C87DF98F,74.61,17.0,3.9
219F77923F30B58,52.46,27.0,4.2
4F79A5CA4D689A8,22.69,47.0,2.4
843C51C69ECD975,9.6,11.0,4.5
E8F4CED7A3557A5,7.81,11.0,4.5
AEBACE30CCAB34F,8.23,17.0,4.1
3A38180B25C79D5,82.12,,4.2
1B0F98F5F077155,0.4,67.0,5.0
975C91650351A13,0.4,6.0,5.0
DC34FD2F8086E2F,41.05,30.0,3.8
72747A88F917375,0.4,28.0,5.0
7C543F0931BA735,0.4,203.0,4.1
D8408C76198C34C,4.17,36.0,2.4
A634DF80ECAD524,0.71,22.0,3.9
AE14A146525EEE9,5.36,68.0,4.8
A629DB1C11CE823,15.54,15.0,4.9
AF1E308E3CD33A2,0.4,8.0,4.4
8FB8F050BD7FF2A,72.14,16.0,3.4
6EF4174D2816835,64.95,6.0,3.7
424563A024FF2DF,60.47,43.0,4.0
0F21987E80106D8,57.08,188.0,4.5
8875286B1FE4060,66.36,69.0,3.9
B130EAACC976151,5.15,58.0,4.0
400BC600261A557,23.32,17.0,3.8
C89BD3830849E77,35.72,14.0,5.0
DA548148B499223,71.79,17.0,5.0
D9AC17F400AF86E,56.89,44.0,5.0
A1A8B4BE05098A7,46.94,60.0,3.8
3A12DAF452D7F46,52.98,5.0,3.5
3FDA3AC6B5DF05E,6.98,98.0,
93577E487867128,35.8,63.0,4.7
ECED41FD8872D48,59.01,34.0,4.6
B019095D4C21AB0,58.3,13.0,3.9
9C904331842250A,38.13,96.0,4.4
CE4CFBE646329C8,4.18,8.0,4.0
73666D48BFD7CF9,1.64,49.0,4.8
1D7BC5FC9AC6295,0.4,49.0,4.4
F39429B29FF7068,75.38,36.0,3.1
C216C4E16A3398F,74.48,15.0,4.6
F5C415FCA2DE19F,47.25,26.0,4.3
72E3DCA32C33F94,39.19,148.0,5.0
3EC246013EE99A6,8.95,21.0,2.6
C2EDC790E63932A,11.44,25.0,4.4
BF9ED4149B86A08,5.84,253.0,
FE21287D03D7D20,51.06,14.0,5.0
DD47823B03CBBA7,54.88,37.0,
CFAD94C757B78DC,30.13,4.0,4.6
8F8F336EB94B1EB,43.97,145.0,4.6
02C78B00FB2628F,43.63,9.0,4.5
9C240B066D55A71,0.4,13.0,5.0
7FE1ACD93CF8B11,21.34,35.0,2.9
E5FEC6CCC20BC2C,5.61,285.0,5.0
C4982C0E1741A2E,20.83,23.0,4.5
FE07F91EB6E6ECF,4.0,236.0,4.3
6BD47BEF71C5787,10.87,73.0,
EA91C9B34A6ACDD,60.21,6.0,5.0
4D484F243627776,0.4,62.0,4.5
B700E1647D12359,94.1,14.0,4.5
1E890891ACB68AB,54.65,,4.2
8709849BF711DCC,79.77,10.0,4.0
EABF0B8B64D60D6,5.47,,2.3
881344355F77C17,9.12,5.0,5.0
A5C92B547C0E7BF,29.76,23.0,4.7
ABB37A715663497,0.4,13.0,5.0
50E756C8EC262DA,15.67,37.0,4.5
8878AE7D526D14B,81.53,9.0,3.2
5D6ED47266A7BE5,53.14,180.0,4.8
BBCEBF67449EAB9,2.76,51.0,5.0
93FDFCC7650FCBB,94.2,106.0,4.4
C5222113A507468,15.78,,
67C36244A6869BB,10.78,43.0,
0E78A39B99F5CB1,0.4,8.0,3.8
014F463978B6A16,6.9,33.0,3.3
C8E53C6AD6B2F10,86.72,,
ACED1AA2CA1AC26,53.82,6.0,4.5
FFE2FCC50FFE7E5,14.92,24.0,4.2
464F163D7031769,25.46,25.0,5.0
230FE5CB4387266,25.55,36.0,
F36E3CF1754BA77,10.96,19.0,4.9
4720878B596C90C,17.03,18.0,4.6
69338BA07DECD38,92.46,10.0,
FD9AC1821EFDD4A,0.4,13.0,4.2
0D7ECE866F5A83E,61.03,30.0,
8418E8E03DD3218,24.75,59.0,4.3
E9FE833F2E85430,52.3,221.0,
5B13933BCC34620,2.66,8.0,4.7
DD9514764839A55,13.99,41.0,
273810D6A62F757,52.42,4.0,3.1
CEE4311769C318F,8.37,11.0,5.0
3E92E81FD9119BC,42.8,12.0,3.9
A45872F8A44544D,56.91,59.0,4.0
B242394D5C70698,34.68,67.0,5.0
E6CD5F58B379B9E,0.4,28.0,2.9
900FB71313AE127,62.24,38.0,4.2
363940D2015C0CD,0.4,3.0,5.0
5D38B2BEB13734B,73.4,25.0,4.7
D73495027E78527,0.4,78.0,4.3
8ACF597B9D0B7D0,0.85,46.0,3.8
26FFF4D56A2A809,52.5,29.0,4.7
AD7DEA780FCE648,36.51,12.0,3.9
F64D4D1E92B5ED3,67.24,24.0,3.9
1228F7712677DBD,63.4,12.0,4.8
5200216C3C35ADF,83.19,24.0,4.2
B967ABDD1D88743,71.21,60.0,4.5
C4F8936EAFD74D9,8.41,52.0,3.9
3F1D838408AD16E,25.54,7.0,4.9
A6F8FF5AC25B5D8,32.8,170.0,4.3
E2FC18EF1EC74AB,54.82,,3.3
67AFC572E714D19,22.86,40.0,4.3
0D77C6948C0109D,65.24,12.0,4.1
C1F7D99CA7CECC3,9.9,80.0,3.7
1DCB94CDA657E5D,66.13,43.0,1.7
DF4E8807D1D9174,12.74,13.0,5.0
B4E742054B890A5,0.4,15.0,3.1
EE3B45DF7513661,20.23,57.0,
64C888AB2686BF5,50.05,21.0,
F57309D41B968B6,0.4,41.0,5.0
4B222BA41596C95,26.99,69.0,5.0
8B3D6241E59B043,0.61,27.0,5.0
F648BEB56D2174D,0.4,14.0,5.0
B860AEF397811D0,0.4,43.0,4.2
F890070C9784327,81.38,12.0,3.3
AA6A748138019C0,16.26,6.0,4.0
F83E2A783A3D324,4.28,23.0,4.0
7E8D88277F619A2,1.93,11.0,3.7
449C3F788C8C012,33.15,7.0,4.1
B3BBA70B404E8D5,15.38,30.0,4.0
064AF1F1E5E571E,81.13,16.0,5.0
1F5CB3DB68E0A7E,87.39,11.0,3.6
DE63C3873BB9CB2,8.2,17.0,4.8
00D330729BFD5C5,47.33,128.0,2.5
BF8AE5F8AF0AE5B,65.27,26.0,4.6
96476911D2432B2,0.4,25.0,5.0
760B71143D561A0,16.9,4.0,4.2
CA0F21C053C0C44,60.29,14.0,4.8
7B023276B0039C1,69.8,193.0,3.8
9B72E026728D3DD,55.56,27.0,4.7
671CE7E2C162146,7.23,24.0,4.8
C8F6BBFD8381AC6,0.4,24.0,5.0
2342D7EDEA04FC9,59.88,23.0,4.2
1E562FDAF70A75D,0.4,30.0,4.2
32323DFE149D278,44.65,,4.2
D609409FE9F3ECE,0.4,24.0,4.8
17E43707468DEBB,0.4,111.0,4.0
83E26387F45F8CA,6.77,3.0,4.7
D7CBCA4EF475790,26.68,8.0,3.8
9DA55614C19E3FA,3.19,,1.9
3DEA327F66E50B9,1.4,7.0,3.8
D5B4CCCC2EDAAD3,88.07,8.0,4.6
06425DB10A486BD,20.47,82.0,4.4
76E4ADB58415498,41.26,22.0,4.6
6CDB73E7AECDE6F,38.12,4.0,4.4
FADDA9E683600C6,44.28,26.0,3.7
09BDDFB8B07A58E,8.63,,2.7
430545A428336D9,15.97,34.0,4.6
5232ED7C3F34408,10.28,83.0,3.3
75C41AE33AE4822,2.85,,5.0
8AF936F947B693D,4.02,9.0,4.0
E90536B03FDF177,55.67,5.0,2.8
28345D2FFF336B2,49.81,9.0,5.0
57B353B1CE9A862,2.56,14.0,3.8
70D7FCDDF3E31F7,88.12,,4.3
D69FDBDBA06AB4E,44.62,150.0,4.8
479D7A5444E9F99,50.4,21.0,4.3
97D3DC90854D0FE,5.54,,
B40D26673646013,89.13,75.0,
2F6F4B1DD6FF23E,0.4,37.0,3.8
C0D512C6A117EE6,68.61,14.0,4.2
2B30D2C602443F7,7.12,13.0,2.6
10131E4FFB38599,10.47,23.0,
2A6780B7DC84112,10.96,185.0,3.1
510D98D6CEE6332,63.07,33.0,
34084F3AD4D6F2E,6.8,21.0,4.1
A3F855151191FC4,3.56,36.0,4.6
E6F9B0790C18FA5,52.19,42.0,
C4FAD9E43BB6276,20.18,9.0,4.7
691E89113EC15DB,8.09,17.0,3.0
77F828639CB6D8F,12.09,4.0,4.0
025AFED1CB6A920,45.49,19.0,
554B015FEB2382D,17.74,31.0,4.2
0DCB351DAAF0752,69.86,,
80A130C1E62F708,62.76,27.0,3.4
4BEAD6D86E5AA83,31.53,6.0,4.3
AE35A1E306F0D83,5.18,58.0,4.7
2EA419ADD6C5B41,79.56,38.0,4.3
A47912B215B23A7,11.38,26.0,5.0
780BF64F0FAF6B3,60.62,22.0,3.8
A362EA11EF58500,79.52,36.0,4.9
48B9EFA78CFC5E4,2.68,58.0,3.9
D93033C2FD09BE4,67.91,,1.8
413F1DD13C05AC6,68.33,59.0,
2C26BAD624331D6,48.06,21.0,5.0
EA14B43C7A58AE9,70.99,33.0,4.9
2B8042B6E1B2C2C,9.96,29.0,1.8
AA23AF957FCADF2,73.05,24.0,4.0
7879E95FCAA5BB2,5.14,10.0,4.5
D810C33A70C0E0C,25.44,31.0,4.4
B7708B6F2ADBCFB,0.4,54.0,5.0
D6A310C2111FA27,11.17,19.0,4.1
470A573A65A418D,54.2,17.0,4.2
F96B50C2E168432,46.04,22.0,4.2
65292FD0CE50060,44.6,33.0,5.0
3D072304F46F3A1,48.17,22.0,4.6
EC829C3E1B4F46B,68.63,17.0,4.1
0EE6575EBAA21B8,62.55,5.0,5.0
6F1C1713E14EB62,3.62,7.0,5.0
503C66E53862F74,4.95,31.0,
50B07EF3DCC62A1,13.95,,3.8
5A09585ED3122FC,0.4,9.0,5.0
A5D1C640CDB0EEF,10.69,20.0,4.5
C26D2DFA4E1CBFA,35.85,32.0,3.7
E2566775453B57D,20.3,39.0,3.6
3F59EC98CE17D05,56.78,,4.2
044C405D6D83C4A,3.12,19.0,5.0
4BF2EE688E97CD6,52.01,35.0,2.6
25ED35A5D76FD0C,0.93,229.0,4.3
8EF44599AD949F1,3.23,25.0,5.0
0C362E95874A03D,52.98,28.0,4.5
45C70962961AB17,9.82,19.0,3.5
D66DCF580987E04,44.1,19.0,4.7
DAD7120C0DEC392,49.96,14.0,4.0
AAC1E23F1D40523,74.7,33.0,2.9
7437FF8EEE9BA6F,21.47,121.0,2.6
0B8CDBB5B1AC63D,74.48,24.0,5.0
8D862274CE0161E,5.68,65.0,3.3
9558AD6677EC775,41.9,76.0,4.6
F131BE606BC436C,22.94,21.0,
9A18826EEC3BF71,59.19,70.0,5.0
D50DBC99F2C5B43,7.62,20.0,5.0
031550587175E9C,18.83,22.0,4.7
5B52A8936BE5AC5,1.66,29.0,4.4
D8D4BC0745513AF,54.34,38.0,2.4
166ABF6BF2ADD9C,34.94,148.0,5.0
2E27579BA9B4478,41.1,20.0,4.7
1E587292D7DBF52,4.75,76.0,
4E4D1E89934D963,9.43,118.0,3.5
C0C3AC05E01B316,3.51,102.0,4.4
896DCC6F3CBE739,60.12,,4.2
07E49AD7F45B8C6,8.2,21.0,4.3
8B04311EA20EA17,18.96,23.0,
65C940D6D5EBB28,3.93,16.0,5.0
2003D55FCEA650C,2.76,35.0,4.2
8A551905E61C78A,18.5,37.0,4.6
1572781E56B466E,10.54,77.0,4.0
9B4DBB453C07BB1,51.81,19.0,5.0
B0AED845321E6DE,2.75,85.0,3.7
14D4220FC869DC9,19.33,29.0,
79DDCF8AD4D2A93,6.8,173.0,4.0
0FF6E059AC49EAF,28.97,21.0,4.9
0B94971E35488BC,50.53,9.0,5.0
E7353FB176AFBE5,62.21,35.0,4.7
45FC66781EA88D0,29.48,,4.8
94EE120A74DE647,26.21,36.0,3.1
3BB5AA0EC23D67D,12.16,27.0,3.1
B7CF0793F5F0C9F,90.54,235.0,2.3
DCA650D58D75C8E,70.41,19.0,2.5
378FDFA73E361A3,9.91,53.0,2.8
510977EF4474286,27.47,8.0,4.8
08D1B66E7208E8D,47.06,76.0,4.6
69BFB24D9D95242,14.78,8.0,2.9
8C980648CBD424F,6.65,26.0,4.7
D87275E6E2561A8,103.11,16.0,4.3
6712B8BE701CC7E,34.6,14.0,3.9
4AC3CD7AC36C5F3,8.1,16.0,
5A106BC02B52E0D,11.56,257.0,2.6
4664DE6B8408D18,42.89,63.0,4.3
A7D97B9F798C820,8.28,44.0,3.0
C22F828F7ADE82B,0.4,11.0,3.6
5B2C839450B559D,23.28,18.0,4.7
9313764D1913834,17.08,24.0,
AE35A991BD423DD,71.06,99.0,4.9
3B495642FF621D8,5.67,216.0,5.0
D45946C1A0031A9,7.21,120.0,4.3
DBE1D43E2A7DDDA,71.86,,3.7
B09F2E14BC5BDBD,40.23,27.0,4.1
0F6C10C6178CCEF,30.9,11.0,5.0
585DFE7B1A7D4B8,8.28,215.0,3.0
6A4BC4A3FE70522,70.14,8.0,4.2
7DFAC79E481F778,12.57,20.0,4.3
E7630A1E9B41451,53.61,,3.3
A50A79469DBB3D3,15.94,48.0,2.8
1B07C54BABE6DF1,11.58,145.0,
4C227588CA23060,54.05,3.0,5.0
4A8A9961B1162FB,0.4,18.0,3.8
1917C8A044A37BB,71.6,11.0,3.9
BEFE2D8C5486E47,7.29,32.0,
4BB3EE14C6FD948,37.99,32.0,4.9
7A3ECE5E6E41610,75.33,,3.7
D18B1EAC4086C7E,0.4,16.0,4.0
3D99C14057C5AF9,0.4,25.0,3.9
4341CB49074BE9D,4.37,9.0,4.9
35E7E86A0BBCFAB,76.3,19.0,3.7
6AD07C76311CC68,80.27,52.0,4.0
DEB94909A3790B4,44.53,16.0,4.6
1EFEBD5D58961DE,49.43,32.0,4.4
6A4CFB30813A852,9.49,61.0,2.1
4B09B6EB8D5408E,48.6,59.0,5.0
F7D7B259F045D4D,87.03,48.0,5.0
63A29E8FE0560C6,65.93,21.0,4.5
7046E2A87177266,28.41,24.0,4.2
794C709FF02B916,0.4,54.0,4.3
867B4E362EC777C,43.8,29.0,
537D694A6720C2F,0.4,38.0,5.0
262BC3AFED067BE,10.4,106.0,3.8
F15105122B10189,24.17,135.0,4.6
2DE45CCD64ED11E,20.12,20.0,3.1
CCF56D8D5F62CA6,39.9,190.0,5.0
02553E5338771EB,0.4,15.0,3.0
E7DFB7D621BD311,0.4,28.0,5.0
85F19D8322FF78F,60.66,18.0,4.2
BF14DDEFF1189E7,0.4,5.0,5.0
F208A31528CA9A4,80.48,,5.0
369EADAE3D299EE,46.07,27.0,4.0
5C7B5E91D1457BC,92.5,33.0,
C7CD78EB3EE4CD4,8.48,14.0,4.8
27D7EE9550E1A97,20.07,14.0,
E4373299EFBBA25,63.52,10.0,4.4
DF5C08DA479A855,49.83,50.0,4.0
7125092DA2AB6B1,11.31,37.0,
A30E05A20BD9EBA,44.4,61.0,3.4
4D2F3BC44DE575E,55.07,261.0,4.2
A1C7C7CEEE003D4,38.46,10.0,4.6
2D837481EE05870,78.23,64.0,5.0
B4B18D6D98F6DAD,63.1,29.0,1.9
A614BBD38837A58,22.89,,2.1
25EA79E54B7D412,2.8,6.0,4.1
D6F6971E539C066,16.06,154.0,3.6
E77F8F735ECB926,73.24,4.0,4.3
4A979DCCA6C9A5C,0.4,26.0,4.3
1A8C7DAACCC00FA,0.4,6.0,4.1
28E1E0AAE391153,46.35,31.0,1.6
C767F2C9BA25720,50.21,7.0,4.6
A10D359D0D717CF,10.69,444.0,2.9
785249DA6A88FDF,83.72,7.0,3.8
98421AC449AB042,85.55,,4.3
AB3A0F393C84DDB,23.96,22.0,3.9
0C218C8BD2CFFEB,84.86,29.0,4.2
07D2DFCC30CF63C,0.4,31.0,4.0
AF92F2E812E7F45,41.26,14.0,3.7
96B0A92203D000B,37.73,8.0,4.5
